URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
Netclan20241017,https://insights.blackcoffer.com/ai-and-ml-based-youtube-analytics-and-content-creation-tool-for-optimizing-subscriber-engagement-and-content-strategy/,5,0,0.99999980000004,0.05208333279079862,15.999997333333777,0.4479166620008681,6.579165598133859,15.999997333333777,43,96,2.4687499742838543,0,8.177083248155384
Netclan20241018,https://insights.blackcoffer.com/enhancing-front-end-features-and-functionality-for-improved-user-experience-and-dashboard-accuracy-in-partner-hospital-application/,8,7,0.06666666222222252,0.042613636242574894,9.777777506172848,0.3352272717749225,4.045201911179109,9.777777506172848,118,352,2.2670454481049847,6,7.218749979492188
Netclan20241019,https://insights.blackcoffer.com/roas-dashboard-for-campaign-wise-google-ads-budget-tracking-using-google-ads-ap/,10,2,0.6666666111111158,0.09022556323138674,16.624997921875263,0.3308270651817514,6.782329994822806,16.624997921875263,44,133,2.2631578777206176,0,7.571428514500537
Netclan20241020,https://insights.blackcoffer.com/efficient-processing-and-analysis-of-financial-data-from-pdf-files-addressing-formatting-inconsistencies-and-ensuring-data-integrity-for-a-toyota-dealership-management-firm/,22,10,0.3749999882812504,0.0932944603694039,12.703703233196176,0.5072886282586337,5.284396744581924,12.703703233196176,174,343,2.6501457648683795,3,8.157434378549754
Netclan20241021,https://insights.blackcoffer.com/development-of-ea-robot-for-automated-trading/,2,0,0.99999950000025,0.019801980001960595,11.222220975308781,0.3960396000392119,4.647304230139198,11.222220975308781,40,101,2.435643540241153,1,7.633663290755809
Netclan20241022,https://insights.blackcoffer.com/ai-and-ml-based-youtube-analytics-and-content-creation-tool-for-optimizing-subscriber-engagement-and-content-strategy/,5,0,0.99999980000004,0.05208333279079862,15.999997333333777,0.4479166620008681,6.579165598133859,15.999997333333777,43,96,2.4687499742838543,0,8.177083248155384
Netclan20241023,https://insights.blackcoffer.com/enhancing-front-end-features-and-functionality-for-improved-user-experience-and-dashboard-accuracy-in-partner-hospital-application/,8,7,0.06666666222222252,0.042613636242574894,9.777777506172848,0.3352272717749225,4.045201911179109,9.777777506172848,118,352,2.2670454481049847,6,7.218749979492188
Netclan20241024,https://insights.blackcoffer.com/roas-dashboard-for-campaign-wise-google-ads-budget-tracking-using-google-ads-ap/,10,2,0.6666666111111158,0.09022556323138674,16.624997921875263,0.3308270651817514,6.782329994822806,16.624997921875263,44,133,2.2631578777206176,0,7.571428514500537
Netclan20241025,https://insights.blackcoffer.com/efficient-processing-and-analysis-of-financial-data-from-pdf-files-addressing-formatting-inconsistencies-and-ensuring-data-integrity-for-a-toyota-dealership-management-firm/,22,10,0.3749999882812504,0.0932944603694039,12.703703233196176,0.5072886282586337,5.284396744581924,12.703703233196176,174,343,2.6501457648683795,3,8.157434378549754
Netclan20241026,https://insights.blackcoffer.com/transforming-and-managing-a-large-scale-sql-pedigree-database-to-neo4j-graph-db/,56,21,0.4545454486422669,0.07446808503436354,10.339999896600002,0.49032881964184827,4.33213148649674,10.339999896600002,507,1034,2.616054156077317,0,7.933268851128366
Netclan20241027,https://insights.blackcoffer.com/enhancing-model-accuracy-from-58-to-over-90-strategies-for-improving-predictive-performance/,17,6,0.4782608487712674,0.08778625920692268,11.90909036776862,0.4961832042130412,4.962109428792665,11.90909036776862,130,262,2.7061068599003555,0,8.137404549093876
Netclan20241028,https://insights.blackcoffer.com/securing-sensitive-financial-data-with-privacy-preserving-machine-learning-for-predictive-analytics/,26,2,0.8571428265306134,0.07368421033240997,14.61538405325446,0.5421052617313019,6.0629957259943055,14.61538405325446,206,380,2.7842105189889197,5,8.439473662001385
Netclan20241029,https://insights.blackcoffer.com/enhancing-data-collection-for-research-institutions-addressing-survey-fatigue-and-incorporating-verbal-communication-for-richer-insights/,19,4,0.6521738846880919,0.1084905655259879,11.777777123456826,0.4433962243236027,4.888469339112172,11.777777123456826,94,212,2.641509421502314,3,8.71226410984781
Netclan20241030,https://insights.blackcoffer.com/analyzing-the-impact-of-positive-emotions-and-pandemic-severity-on-mental-health-and-resilience-among-entrepreneurs-insights-and-predictive-modeling/,12,4,0.4999999687500019,0.0737327185542271,14.466665702222286,0.5115207349699505,5.991274574876895,14.466665702222286,111,217,2.7188939966871244,4,8.603686596296376
Netclan20241031,https://insights.blackcoffer.com/dynamic-brand-centric-dashboard-for-automotive-dealerships-pdf-to-financial-insights-with-flask-react-architecture-and-aws-cloud-hosting/,58,16,0.5675675598977357,0.09414758257742038,11.90909072865014,0.4478371495574591,4.94277115128304,11.90909072865014,352,786,2.5699745514376913,9,8.030534340928073
Netclan20241032,https://insights.blackcoffer.com/cloud-based-data-modeling-and-analysis-platform-with-drag-and-drop-interface-and-openai-api-integration-for-simulation-insights/,6,0,0.9999998333333611,0.03550295836980498,12.071427709183736,0.39644970179615563,4.987150964391957,12.071427709183736,67,169,2.467455606701446,0,7.763313563530689
Netclan20241033,https://insights.blackcoffer.com/voter-profile-analysis-and-search-application-for-targeted-campaign-engagement-using-government-voter-data/,39,6,0.7333333170370374,0.09336099565692739,13.38888851697532,0.5165975093016649,5.562194410510794,13.38888851697532,249,482,2.688796674919509,12,8.180497908339216
Netclan20241034,https://insights.blackcoffer.com/bert-based-classification-of-individuals-and-organizations-into-two-categories-using-natural-language-processing/,5,3,0.24999996875000394,0.07766990215854463,10.299998970000104,0.3980582485625413,4.279222887425059,10.299998970000104,41,103,2.553398033462155,2,8.281553317654822
Netclan20241035,https://insights.blackcoffer.com/comprehensive-analysis-of-solana-and-ethereum-contributors-using-github-api-with-comparative-study-of-1000-random-github-profiles/,12,4,0.4999999687500019,0.07547169775720898,15.142856061224569,0.49056603542185834,6.253368838658571,15.142856061224569,104,212,2.8207547036756853,2,8.551886752113742
Netclan20241036,https://insights.blackcoffer.com/powerbi-rest-api-fetching-dataflow-and-refresh-schedules-with-semantic-models/,19,6,0.5199999792000009,0.1288659787171857,12.124999242187547,0.422680410192369,5.019071860951967,12.124999242187547,82,194,2.546391739451589,1,7.706185527287704
Netclan20241037,https://insights.blackcoffer.com/automated-job-data-import-and-management-solution-for-enhanced-efficiency/,8,0,0.9999998750000157,0.054794520172640276,12.166665652777864,0.35616438112216176,5.00913201356001,12.166665652777864,52,146,2.397260257553012,1,7.472602688543818
Netclan20241038,https://insights.blackcoffer.com/data-analytics-and-optimization-solution-for-enhancing-renewable-energy-efficiency/,9,1,0.7999999200000081,0.06211180085644844,13.416665548611205,0.49689440685158753,5.565423982185117,13.416665548611205,80,161,2.7018633372555074,1,8.242235973650708
Netclan20241039,https://insights.blackcoffer.com/time-series-analysis-and-trend-forecasting-solution-for-predicting-news-trends/,10,1,0.8181817438016598,0.07142857096474954,12.833332263888979,0.38311688062911115,5.286579657807236,12.833332263888979,59,154,2.435064919252825,1,7.857142806122449
Netclan20241040,https://insights.blackcoffer.com/advanced-data-visualization-solutions-for-monitoring-key-business-metrics-with-integrated-interactive-dashboards/,14,0,0.9999999285714337,0.09271523117407132,12.58333228472231,0.4238410567957546,5.202869336607226,12.58333228472231,64,151,2.589403956361563,1,8.304635706591817
Netclan20241041,https://insights.blackcoffer.com/advanced-patient-data-analysis-solution-for-trend-identification-and-improved-healthcare-outcome/,15,1,0.8749999453125034,0.10322580578563996,12.916665590277868,0.3935483845577524,5.324085589934248,12.916665590277868,61,155,2.587096757502602,1,8.348387042913632
Netclan20241042,https://insights.blackcoffer.com/anomaly-detection-and-analysis-for-enhanced-data-integrity-and-user-experience-on-bright-datas-website/,10,7,0.17647057785467188,0.10429447788776394,13.583332201388984,0.4478527579886334,5.612473983751047,13.583332201388984,73,163,2.613496916481614,1,7.950920196620122
Netclan20241043,https://insights.blackcoffer.com/building-custom-tflite-models-and-benchmarking-on-voxl2-chips/,9,0,0.9999998888889013,0.060402684158371245,12.416665631944532,0.38926174235394806,5.122370949719393,12.416665631944532,58,149,2.4429530037385705,1,8.255033501644071
Netclan20241044,https://insights.blackcoffer.com/sports-prediction-model-for-multiple-sports-leagues/,17,0,0.999999941176474,0.06390977419582791,16.624998960937564,0.387218043657075,6.804886801837856,16.624998960937564,103,266,2.3834586376561706,0,7.66917290349935
Netclan20241045,https://insights.blackcoffer.com/efficient-coach-allocation-system-for-sports-coaching-organization/,12,4,0.4999999687500019,0.07511737053935506,11.833332675925961,0.35680751006193656,4.876056074395159,11.833332675925961,76,213,2.3849765146245234,3,7.835680714386475
Netclan20241046,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function-2/,21,4,0.679999972800001,0.07692307668639053,10.48387062955256,0.35384615275739645,4.335086712923983,10.48387062955256,115,325,2.390769223413018,0,7.627692284222485
Netclan20241047,https://insights.blackcoffer.com/ai-driven-backend-for-audio-to-text-conversion-and-analytical-assessment-in-pharmaceutical-practice/,8,2,0.599999940000006,0.045871559422607525,10.899999455000026,0.3853210991499032,4.5141282216599725,10.899999455000026,84,218,2.4954128325898495,1,7.600917396326067
Netclan20241048,https://insights.blackcoffer.com/cloud-based-web-application-for-financial-data-processing-and-visualization-of-sp-500-metrics/,46,13,0.5593220244182708,0.13082039882301463,14.548386627471398,0.4345897994798452,5.993190570780498,14.548386627471398,196,451,2.6319290407274303,4,8.177383573886068
Netclan20241049,https://insights.blackcoffer.com/department-wise-kpi-tracking-dashboard-with-technician-performance-analysis-for-atoz-dependable-service/,14,2,0.7499999531250029,0.04244031818981348,12.56666624777779,0.28381962789437765,5.140194350268867,12.56666624777779,107,377,2.2387267845126613,0,7.254641890571242
Netclan20241050,https://insights.blackcoffer.com/steps-to-convert-a-node-js-api-to-python-for-aws-lambda-deployment/,19,5,0.5833333090277788,0.1148325353357295,12.294116923875475,0.38755980675808704,5.072670692253425,12.294116923875475,81,209,2.5119617104690826,0,8.028708095556421
Netclan20241051,https://insights.blackcoffer.com/building-an-analytics-dashboard-with-a-pdf-parsing-pipeline-for-data-extraction/,29,24,0.0943396208615166,0.060710194661271255,8.314285635102042,0.359679266483758,3.46958596063432,8.314285635102042,314,873,2.365406641047644,0,7.523482236513766
